Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84
1701107: Loures,297360,,136558,,160802,,264444,,106573,,157871,,233327,,115400,,117927,,135308,,81333,,53975,,58765,,39892,,18873,,128341,,66977,,61364,,123964,,60787,,63177,,121300,,50802,,70498,,112732,,53201,,59531,,110382,,51601,,58781,,105499,,58026,,47473,,105103,,51922,,53181,,95183,,46149,,49034,,,…,,…,,…
1701109: Mafra,355448,,80993,,274455,,356812,,87363,,269449,,330443,,88741,,241702,,195551,,66706,,128845,,111656,,54121,,57535,,263258,,71576,,191682,,208725,,63061,,145664,,174250,,59168,,115082,,163341,,54364,,108977,,144164,,50963,,93201,,129081,,48987,,80094,,125743,,52514,,73229,,90059,,53045,,37014,,86636,,49156,,37480,
1701506: Moita,855,,411,,444,,157,,73,,84,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,…,,…,,…,,-,,-,,-,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1701507: Montijo,183090,,124613,,58477,,178120,,123740,,54380,,160114,,114295,,45819,,101137,,88436,,12701,,82056,,73506,,8550,,137770,,95988,,41782,,131144,,89895,,41249,,120132,,79249,,40883,,112515,,77993,,34522,,86135,,63309,,22826,,46408,,30578,,15830,,27947,,13449,,14498,,26686,,11351,,15335,,29703,,19043,,10660,
1701116: Odivelas,6687,,2960,,3727,,6202,,2275,,3927,,3473,,1903,,1570,,2776,,2614,,162,,1981,,1497,,484,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1701110: Oeiras,514729,,249438,,265291,,478111,,231169,,246942,,394210,,195163,,199047,,153783,,94007,,59776,,107115,,68450,,38665,,359943,,146553,,213390,,347954,,137504,,210450,,357024,,143558,,213466,,340063,,143358,,196705,,340419,,164363,,176056,,331645,,167651,,163994,,282480,,145641,,136839,,228822,,128355,,100467,,215644,,129057,,86587,
1701508: Palmela,57440,,37499,,19941,,84707,,44944,,39763,,81257,,43057,,38200,,42445,,28440,,14005,,36161,,24442,,11719,,105586,,46545,,59041,,94170,,44171,,49999,,103712,,50707,,53005,,97973,,49375,,48598,,80099,,40716,,39383,,76549,,38156,,38393,,,…,,…,,…,78508,,43093,,35415,,91006,,52065,,38941,
1701510: Seixal,67863,,47516,,20347,,66098,,48554,,17544,,67924,,50021,,17903,,62440,,52047,,10393,,49090,,42763,,6327,,69229,,38775,,30454,,40706,,17923,,22783,,36779,,17359,,19420,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1701511: Sesimbra,266343,,132845,,133498,,242701,,127621,,115080,,232614,,124108,,108506,,136737,,89868,,46869,,104357,,78695,,25662,,203093,,98639,,104454,,189696,,84512,,105184,,197457,,86585,,110872,,179552,,77448,,102104,,164684,,70640,,94044,,153014,,77173,,75841,,123658,,64399,,59259,,117873,,65737,,52136,,117319,,65278,,52041,
1701512: Setúbal,411001,,210558,,200443,,394685,,200484,,194201,,368470,,203389,,165081,,239401,,152165,,87236,,193232,,125497,,67735,,357972,,185072,,172900,,330158,,177130,,153028,,313003,,174839,,138164,,273637,,163019,,110618,,264269,,157912,,106357,,268248,,152495,,115753,,225013,,130874,,94139,,203361,,118058,,85303,,203913,,116934,,86979,
1701111: Sintra,735048,,299869,,435179,,694347,,270285,,424062,,655475,,271033,,384442,,390898,,224716,,166182,,247778,,158394,,89384,,689885,,273929,,415956,,635477,,245183,,390294,,539444,,201749,,337695,,446615,,158669,,287946,,405710,,151478,,254232,,361283,,144796,,216487,,332837,,135680,,197157,,250677,,101167,,149510,,241747,,82853,,158894,
1701114: Vila Franca de Xira,67774,,38878,,28896,,72809,,43154,,29655,,62495,,37522,,24973,,35151,,25286,,9865,,29728,,21025,,8703,,62696,,31964,,30732,,,…,,…,,…,,…,,…,,…,54900,,28520,,26380,,49624,,21267,,28357,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
18: Alentejo,3539171,,2366179,,1172992,,3388769,,2275146,,1113623,,3035437,,2094493,,940944,,2280089,,1814389,,465700,,1829255,,1488438,,340817,,2938830,,1937479,,1001351,,2675945,,1708404,,967541,,2487385,,1630036,,857349,,2134313,,1435124,,699189,,1924308,,1296712,,627596,,1664296,,1126511,,537785,,1416693,,995807,,420886,,1142145,,787584,,354561,,1243652,,913753,,329899,
181: Alentejo Litoral,1240542,,777381,,463161,,1214130,,778330,,435800,,1054491,,695930,,358561,,843249,,645595,,197654,,692694,,559446,,133248,,978415,,658016,,320399,,864051,,558284,,305767,,787602,,523594,,264008,,669363,,461507,,207856,,585969,,409842,,176127,,521154,,362616,,158538,,443844,,331048,,112796,,370033,,261176,,108857,,376595,,293163,,83432,
1811501: Alcácer do Sal,87846,,50087,,37759,,81065,,46259,,34806,,63712,,44528,,19184,,47123,,37312,,9811,,45193,,39181,,6012,,64659,,43065,,21594,,61206,,37969,,23237,,50381,,33712,,16669,,49741,,33568,,16173,,45978,,31615,,14363,,49729,,34688,,15041,,45390,,32808,,12582,,33696,,25298,,8398,,40677,,29752,,10925,
1811505: Grândola,461832,,291634,,170198,,439976,,288062,,151914,,418142,,275726,,142416,,364300,,277066,,87234,,287594,,232028,,55566,,439724,,313518,,126206,,368644,,259362,,109282,,351364,,233117,,118247,,296664,,207257,,89407,,250381,,176170,,74211,,235733,,162613,,73120,,192209,,147019,,45190,,177394,,120261,,57133,,139762,,121251,,18511,
1810211: Odemira,365821,,210776,,155045,,367410,,219934,,147476,,327488,,199860,,127628,,249204,,185916,,63288,,216113,,175892,,40221,,275584,,168939,,106645,,220839,,128265,,92574,,212149,,132847,,79302,,171576,,109785,,61791,,152155,,101122,,51033,,105028,,70714,,34314,,95867,,67409,,28458,,47737,,35270,,12467,,52733,,40561,,12172,
1811509: Santiago do Cacém,162447,,126039,,36408,,162824,,122229,,40595,,147195,,112995,,34200,,122382,,105071,,17311,,91659,,76441,,15218,,116143,,82134,,34009,,122364,,79823,,42541,,100364,,76735,,23629,,76663,,59349,,17314,,64440,,49455,,14985,,51619,,41704,,9915,,44343,,35149,,9194,,47917,,37197,,10720,,63457,,47545,,15912,
1811513: Sines,162596,,98845,,63751,,162855,,101846,,61009,,97954,,62821,,35133,,60240,,40230,,20010,,52135,,35904,,16231,,82305,,50360,,31945,,90998,,52865,,38133,,73344,,47183,,26161,,74719,,51548,,23171,,73015,,51480,,21535,,79045,,52897,,26148,,66035,,48663,,17372,,63289,,43150,,20139,,79966,,54054,,25912,
184: Baixo Alentejo,472961,,359272,,113689,,436020,,320594,,115426,,382175,,284841,,97334,,326243,,262659,,63584,,251857,,205741,,46116,,384617,,287408,,97209,,350619,,260834,,89785,,337508,,253036,,84472,,295075,,223563,,71512,,278892,,205313,,73579,,231904,,184235,,47669,,197763,,156736,,41027,,142039,,117817,,24222,,167212,,139515,,27697,
1840201: Aljustrel,12734,,10710,,2024,,12008,,8694,,3314,,9851,,7689,,2162,,6885,,5502,,1383,,5707,,4513,,1194,,14094,,10600,,3494,,13988,,10744,,3244,,12450,,9764,,2686,,13200,,9833,,3367,,13276,,9726,,3550,,8468,,7097,,1371,,5942,,5828,,114,,,…,,…,,…,,…,,…,,…
1840202: Almodôvar,25267,,22114,,3153,,23717,,21414,,2303,,18700,,16774,,1926,,16861,,16135,,726,,8764,,8467,,297,,15228,,13333,,1895,,9902,,8984,,918,,7571,,6867,,704,,7463,,7062,,401,,7419,,6664,,755,,5145,,5077,,68,,4161,,4157,,4,,,…,,…,,…,,…,,…,,…
1840203: Alvito,8107,,5655,,2452,,10341,,7306,,3035,,9278,,6511,,2767,,6731,,5581,,1150,,5644,,4582,,1062,,7621,,5182,,2439,,7064,,4775,,2289,,6777,,4991,,1786,,,…,,…,,…,5732,,2980,,2752,,6605,,4139,,2466,,5026,,2458,,2568,,,…,,…,,…,,…,,…,,…
1840204: Barrancos,2487,,2322,,165,,3342,,3188,,154,,3668,,3246,,422,,2755,,2624,,131,,2076,,1951,,125,,3452,,2850,,602,,3446,,2768,,678,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
1840205: Beja,212554,,152738,,59816,,178375,,113448,,64927,,155543,,103215,,52328,,127522,,92415,,35107,,100087,,79113,,20974,,168264,,116814,,51450,,146237,,98694,,47543,,142477,,95592,,46885,,131211,,87401,,43810,,128364,,81763,,46601,,114223,,82481,,31742,,100723,,72374,,28349,,83574,,66052,,17522,,92743,,72460,,20283,
1840206: Castro Verde,22776,,17336,,5440,,24780,,19039,,5741,,20892,,15852,,5040,,22969,,18002,,4967,,15912,,13721,,2191,,20409,,15308,,5101,,16858,,12241,,4617,,22530,,16438,,6092,,15858,,12166,,3692,,16319,,12980,,3339,,12694,,9749,,2945,,12862,,9041,,3821,,,…,,…,,…,,…,,…,,…
1840207: Cuba,7678,,6624,,1054,,8622,,7968,,654,,9609,,9296,,313,,8308,,8096,,212,,4979,,4278,,701,,3815,,2756,,1059,,11797,,10522,,1275,,,…,,…,,…,12910,,12051,,859,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
1840208: Ferreira do Alentejo,27472,,22660,,4812,,23337,,19442,,3895,,17448,,15120,,2328,,14997,,12653,,2344,,15936,,13350,,2586,,23194,,17783,,5411,,20614,,17468,,3146,,20820,,16975,,3845,,20811,,17227,,3584,,21805,,17843,,3962,,12324,,10757,,1567,,3411,,2987,,424,,4159,,3812,,347,,4253,,3902,,351,
1840209: Mértola,56165,,40639,,15526,,56027,,40640,,15387,,54419,,38909,,15510,,48303,,39489,,8814,,38962,,32338,,6624,,54687,,39402,,15285,,50053,,33295,,16758,,42318,,28761,,13557,,30564,,22080,,8484,,22789,,16399,,6390,,17467,,14005,,3462,,12079,,9712,,2367,,,…,,…,,…,,…,,…,,…
1840210: Moura,30813,,23640,,7173,,34394,,27834,,6560,,34023,,25837,,8186,,30377,,25110,,5267,,24698,,21097,,3601,,32510,,28902,,3608,,30282,,24267,,6015,,32394,,26974,,5420,,27082,,22802,,4280,,25104,,22644,,2460,,23135,,21779,,1356,,21293,,20073,,1220,,,…,,…,,…,26113,,24401,,1712,
1840212: Ourique,13901,,11667,,2234,,12182,,10838,,1344,,8952,,8141,,811,,8316,,7518,,798,,7226,,6543,,683,,12616,,11166,,1450,,12010,,10490,,1520,,10263,,9202,,1061,,8246,,7378,,868,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1840213: Serpa,33229,,25725,,7504,,30150,,23936,,6214,,22531,,18574,,3957,,19406,,16807,,2599,,13439,,7521,,5918,,16942,,11966,,4976,,16055,,14588,,1467,,15086,,13709,,1377,,13589,,12364,,1225,,13934,,12122,,1812,,14323,,12674,,1649,,17536,,15732,,1804,,6995,,6183,,812,,,…,,…,,…
1840214: Vidigueira,19778,,17442,,2336,,18745,,16847,,1898,,17261,,15677,,1584,,12813,,12727,,86,,8427,,8267,,160,,11785,,11346,,439,,12313,,11998,,315,,10743,,10330,,413,,11283,,10876,,407,,12406,,11849,,557,,8634,,8127,,507,,7701,,7525,,176,,,-,,-,,-,,-,,-,,-
185: Lezíria do Tejo,282129,,201911,,80218,,264230,,192296,,71934,,229741,,172692,,57049,,144188,,115669,,28519,,111820,,90156,,21664,,210501,,149589,,60912,,180165,,123606,,56559,,186203,,123551,,62652,,145078,,102841,,42237,,137952,,96686,,41266,,124123,,80394,,43729,,101580,,75936,,25644,,90046,,64609,,25437,,98767,,67871,,30896,
1851403: Almeirim,29217,,22861,,6356,,29842,,23577,,6265,,25308,,20700,,4608,,15101,,12822,,2279,,12758,,10556,,2202,,23586,,18107,,5479,,22384,,15493,,6891,,22246,,16115,,6131,,18347,,13657,,4690,,17758,,13138,,4620,,16133,,11610,,4523,,18087,,14616,,3471,,,…,,…,,…,,…,,…,,…
1851404: Alpiarça,2356,,1761,,595,,2434,,1780,,654,,604,,603,,1,,834,,814,,20,,1082,,1082,,,-,1616,,1293,,323,,1275,,966,,309,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1851103: Azambuja,15840,,12742,,3098,,18230,,13988,,4242,,15769,,10768,,5001,,8239,,6080,,2159,,9544,,8860,,684,,13581,,9860,,3721,,15139,,12404,,2735,,20070,,15944,,4126,,11074,,7674,,3400,,8560,,6740,,1820,,4711,,3611,,1100,,,…,,…,,…,,…,,…,,…,,…,,…,,…
1851405: Benavente,29565,,20663,,8902,,31161,,23598,,7563,,31058,,23873,,7185,,18759,,15552,,3207,,15407,,11960,,3447,,24804,,18172,,6632,,24995,,18377,,6618,,22412,,17030,,5382,,19625,,15313,,4312,,14169,,10346,,3823,,14631,,9874,,4757,,13599,,11276,,2323,,,…,,…,,…,,…,,…,,…
1851406: Cartaxo,13326,,11706,,1620,,10270,,9205,,1065,,8115,,7405,,710,,5794,,5568,,226,,5804,,4516,,1288,,10148,,7498,,2650,,5433,,3741,,1692,,1480,,688,,792,,,-,,-,,-,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
1851407: Chamusca,3759,,3725,,34,,4267,,3961,,306,,3419,,3083,,336,,1991,,1806,,185,,717,,717,,,-,2826,,1700,,1126,,329,,277,,52,,,…,,…,,…,,…,,…,,…,3068,,3005,,63,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1851409: Coruche,18104,,14321,,3783,,13937,,10311,,3626,,11216,,9222,,1994,,9921,,9259,,662,,7946,,7178,,768,,10063,,8582,,1481,,9378,,7729,,1649,,9478,,7571,,1907,,8144,,6541,,1603,,5187,,3808,,1379,,5333,,3554,,1779,,1536,,1228,,308,,,…,,…,,…,,…,,…,,…
1851412: Golegã,14850,,10185,,4665,,12703,,8812,,3891,,11900,,8265,,3635,,8317,,6674,,1643,,6883,,6098,,785,,14911,,11118,,3793,,12000,,8327,,3673,,13624,,8858,,4766,,10088,,7493,,2595,,11230,,8526,,2704,,8902,,6661,,2241,,6085,,4767,,1318,,,…,,…,,…,,…,,…,,…
1851414: Rio Maior,31651,,21828,,9823,,24232,,15533,,8699,,17454,,13143,,4311,,15520,,11906,,3614,,13306,,10719,,2587,,16218,,12482,,3736,,8772,,6733,,2039,,12839,,10534,,2305,,13216,,10820,,2396,,11522,,9262,,2260,,12057,,9491,,2566,,10564,,7906,,2658,,,…,,…,,…,,…,,…,,…
1851415: Salvaterra de Magos,4374,,4069,,305,,2399,,2231,,168,,2597,,2045,,552,,2188,,1850,,338,,1395,,1068,,327,,1582,,656,,926,,1211,,720,,491,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1851416: Santarém,119087,,78050,,41037,,114755,,79300,,35455,,102301,,73585,,28716,,57524,,43338,,14186,,36978,,27402,,9576,,91166,,60121,,31045,,79249,,48839,,30410,,81273,,44225,,37048,,62513,,39660,,22853,,57444,,35080,,22364,,53613,,29029,,24584,,40746,,27753,,12993,,43155,,29091,,14064,,44774,,31302,,13472,
186: Alto Alentejo,478683,,380664,,98019,,457538,,361959,,95579,,450121,,363592,,86529,,350939,,305951,,44988,,291685,,254028,,37657,,430424,,329573,,100851,,382257,,285365,,96892,,346116,,262516,,83600,,299251,,231065,,68186,,274683,,211777,,62906,,235487,,182765,,52722,,200007,,159310,,40697,,147955,,116510,,31445,,185272,,147200,,38072,
1861201: Alter do Chão,33070,,29027,,4043,,32566,,29284,,3282,,30966,,28614,,2352,,26095,,24816,,1279,,22315,,21576,,739,,13413,,11529,,1884,,13681,,11781,,1900,,13506,,12639,,867,,13970,,12976,,994,,13287,,12078,,1209,,10838,,9467,,1371,,7743,,6426,,1317,,,…,,…,,…,,…,,…,,…
1861202: Arronches,10952,,9947,,1005,,12511,,10957,,1554,,12400,,11085,,1315,,10950,,10464,,486,,8989,,8491,,498,,11671,,9320,,2351,,10338,,8798,,1540,,9799,,8701,,1098,,4752,,4001,,751,,5265,,4393,,872,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-
1861203: Avis,19745,,13017,,6728,,17332,,11576,,5756,,17251,,13353,,3898,,15031,,12033,,2998,,13443,,8978,,4465,,17836,,11197,,6639,,17060,,11979,,5081,,15335,,10450,,4885,,15705,,9034,,6671,,14170,,7078,,7092,,12626,,6292,,6334,,10910,,7329,,3581,,,…,,…,,…,,…,,…,,…
1861204: Campo Maior,4232,,3948,,284,,3493,,3211,,282,,4935,,4745,,190,,4284,,4072,,212,,4472,,3921,,551,,8038,,6955,,1083,,7565,,6301,,1264,,,…,,…,,…,6553,,5286,,1267,,6173,,5179,,994,,5766,,4798,,968,,,…,,…,,…,,…,,…,,…,,…,,…,,…
1861205: Castelo de Vide,44352,,36609,,7743,,31454,,26268,,5186,,37347,,30873,,6474,,23087,,20053,,3034,,22853,,20692,,2161,,44501,,34645,,9856,,41436,,30606,,10830,,43167,,32640,,10527,,40716,,31225,,9491,,35361,,28684,,6677,,38806,,31878,,6928,,35298,,28797,,6501,,28189,,23806,,4383,,28663,,23371,,5292,
1861206: Crato,13748,,9778,,3970,,14225,,10460,,3765,,13866,,10342,,3524,,11886,,10348,,1538,,8045,,7211,,834,,15749,,10277,,5472,,14462,,8874,,5588,,13268,,8056,,5212,,11339,,6823,,4516,,10783,,6730,,4053,,10593,,6921,,3672,,10710,,7273,,3437,,,…,,…,,…,,…,,…,,…
1861207: Elvas,138891,,97141,,41750,,128601,,88093,,40508,,123189,,87045,,36144,,90691,,71971,,18720,,63019,,51117,,11902,,106151,,77179,,28972,,84501,,56440,,28061,,74854,,52380,,22474,,63587,,46377,,17210,,55729,,40835,,14894,,46194,,33592,,12602,,46432,,37797,,8635,,38690,,31650,,7040,,53367,,42544,,10823,
1861208: Fronteira,5528,,5428,,100,,5903,,5883,,20,,4317,,4292,,25,,3665,,3641,,24,,2844,,2844,,,-,4646,,4489,,157,,3673,,3397,,276,,2833,,2786,,47,,,…,,…,,…,3281,,3087,,194,,3508,,3309,,199,,,…,,…,,…,,-,,-,,-,,…,,…,,…
1861209: Gavião,7155,,6357,,798,,6686,,6153,,533,,5067,,4876,,191,,4285,,4176,,109,,4950,,4913,,37,,,…,,…,,…,7486,,5581,,1905,,7653,,6403,,1250,,2373,,2000,,373,,3021,,2450,,571,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1861210: Marvão,38414,,29258,,9156,,43478,,31828,,11650,,42208,,31228,,10980,,31003,,26828,,4175,,24337,,21213,,3124,,40051,,24955,,15096,,38922,,23035,,15887,,39895,,24340,,15555,,33422,,19822,,13600,,32711,,20001,,12710,,27647,,16657,,10990,,26958,,16649,,10309,,16084,,9397,,6687,,19655,,12631,,7024,
1861211: Monforte,8665,,4765,,3900,,7647,,3828,,3819,,9318,,4638,,4680,,7896,,5497,,2399,,7828,,6401,,1427,,,…,,…,,…,9958,,5675,,4283,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
1861212: Nisa,24107,,21254,,2853,,25158,,21862,,3296,,24663,,22469,,2194,,19840,,18209,,1631,,16851,,16048,,803,,21541,,18081,,3460,,21371,,18355,,3016,,21853,,17411,,4442,,18840,,16102,,2738,,18295,,14752,,3543,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1861213: Ponte de Sor,77240,,70962,,6278,,71418,,65837,,5581,,75695,,70028,,5667,,60767,,57228,,3539,,62202,,54579,,7623,,83080,,76304,,6776,,70547,,63911,,6636,,50205,,46496,,3709,,50167,,46926,,3241,,43820,,40036,,3784,,36532,,33262,,3270,,25967,,23361,,2606,,,…,,…,,…,,…,,…,,…
1861214: Portalegre,48507,,39891,,8616,,53457,,43892,,9565,,46069,,37846,,8223,,37480,,33170,,4310,,26290,,23011,,3279,,41445,,30701,,10744,,39421,,29261,,10160,,35449,,27167,,8282,,26262,,20728,,5534,,25545,,20177,,5368,,20552,,16511,,4041,,13842,,11437,,2405,,,…,,…,,…,,…,,…,,…
1861215: Sousel,4077,,3282,,795,,3609,,2827,,782,,2830,,2158,,672,,3979,,3445,,534,,3247,,3033,,214,,3068,,2651,,417,,1836,,1371,,465,,1664,,1098,,566,,652,,452,,200,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
187: Alentejo Central,1064856,,646951,,417905,,1016851,,621967,,394884,,918909,,577438,,341471,,615470,,484515,,130955,,481199,,379067,,102132,,934873,,512893,,421980,,898853,,480315,,418538,,829956,,467339,,362617,,725546,,416148,,309398,,646812,,373094,,273718,,551628,,316501,,235127,,473499,,272777,,200722,,392072,,227472,,164600,,415806,,266004,,149802,
1870701: Alandroal,18330,,17437,,893,,15338,,14339,,999,,11379,,10772,,607,,8773,,8571,,202,,9813,,9427,,386,,11929,,11062,,867,,9054,,7849,,1205,,11104,,9862,,1242,,7470,,6314,,1156,,6047,,5043,,1004,,4256,,3686,,570,,3342,,3150,,192,,,-,,-,,-,,-,,-,,-
1870702: Arraiolos,27766,,18015,,9751,,25767,,16203,,9564,,24476,,15322,,9154,,16380,,11612,,4768,,14167,,10561,,3606,,24164,,13034,,11130,,21311,,10258,,11053,,22206,,10416,,11790,,17496,,8321,,9175,,12782,,6301,,6481,,,…,,…,,…,8194,,4003,,4191,,,…,,…,,…,,…,,…,,…
1870703: Borba,2497,,2187,,310,,2305,,2121,,184,,2528,,2395,,133,,2079,,1951,,128,,2192,,2054,,138,,4888,,4381,,507,,4001,,3129,,872,,4608,,3869,,739,,4499,,3723,,776,,4311,,3775,,536,,3565,,2944,,621,,4272,,3681,,591,,,…,,…,,…,,…,,…,,…
1870704: Estremoz,73063,,55432,,17631,,63241,,47440,,15801,,49385,,36429,,12956,,30126,,25358,,4768,,25183,,20399,,4784,,51220,,33665,,17555,,48949,,33875,,15074,,41354,,25786,,15568,,38024,,24178,,13846,,33363,,21586,,11777,,42202,,29895,,12307,,35400,,24245,,11155,,24863,,17017,,7846,,37449,,27340,,10109,
1870705: Évora,709328,,378137,,331191,,694845,,375834,,319011,,622819,,353420,,269399,,396696,,300578,,96118,,299528,,223350,,76178,,659561,,318598,,340963,,645404,,308256,,337148,,585931,,298347,,287584,,516066,,265633,,250433,,458925,,234498,,224427,,375983,,183188,,192795,,330149,,164647,,165502,,309544,,168271,,141273,,312696,,184989,,127707,
1870706: Montemor-o-Novo,50452,,39355,,11097,,40512,,31625,,8887,,36690,,26994,,9696,,24626,,20979,,3647,,19434,,16806,,2628,,26241,,18270,,7971,,26920,,17396,,9524,,28389,,19065,,9324,,26509,,18614,,7895,,22201,,14565,,7636,,21344,,15095,,6249,,18580,,13198,,5382,,,…,,…,,…,,…,,…,,…
1870707: Mora,5915,,4830,,1085,,4002,,3424,,578,,3454,,2976,,478,,4390,,4082,,308,,3312,,3149,,163,,5342,,4936,,406,,5312,,4931,,381,,5681,,4928,,753,,4521,,3896,,625,,5624,,4892,,732,,4251,,3696,,555,,3071,,2831,,240,,,…,,…,,…,,…,,…,,…
1870708: Mourão,15879,,13162,,2717,,17598,,15199,,2399,,14916,,12602,,2314,,12986,,11924,,1062,,15200,,14607,,593,,8341,,7023,,1318,,3734,,3415,,319,,3228,,2795,,433,,3581,,3219,,362,,2510,,2196,,314,,2415,,2158,,257,,2022,,1762,,260,,,-,,-,,-,,-,,-,,-
1870709: Portel,7215,,6795,,420,,6521,,6177,,344,,7203,,7052,,151,,4541,,4500,,41,,5154,,5102,,52,,6718,,6257,,461,,8155,,7110,,1045,,6882,,6227,,655,,8342,,7706,,636,,10432,,8976,,1456,,5315,,4963,,352,,,…,,…,,…,,-,,-,,-,,-,,-,,-
1870710: Redondo,16379,,11720,,4659,,17656,,12823,,4833,,20542,,14626,,5916,,16291,,13791,,2500,,11663,,10640,,1023,,15467,,11943,,3524,,13368,,7704,,5664,,12789,,8120,,4669,,9969,,6859,,3110,,8926,,6490,,2436,,8188,,6032,,2156,,8449,,6237,,2212,,,…,,…,,…,,…,,…,,…
1870711: Reguengos de Monsaraz,79850,,56236,,23614,,72384,,52340,,20044,,70375,,51182,,19193,,58833,,46505,,12328,,43275,,35925,,7350,,62560,,43711,,18849,,66189,,45484,,20705,,57852,,43795,,14057,,42895,,35428,,7467,,38283,,33244,,5039,,36464,,31620,,4844,,33796,,29487,,4309,,15934,,12704,,3230,,12290,,11646,,644,
1870712: Vendas Novas,7125,,5459,,1666,,6496,,6075,,421,,7248,,6762,,486,,5623,,5288,,335,,8631,,7425,,1206,,12621,,9437,,3184,,7644,,5298,,2346,,7543,,4996,,2547,,7736,,5427,,2309,,7476,,5954,,1522,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
1870713: Viana do Alentejo,3890,,3503,,387,,3088,,2537,,551,,3800,,3068,,732,,3316,,3160,,156,,4032,,3199,,833,,3928,,2299,,1629,,1037,,488,,549,,1952,,1308,,644,,1844,,1079,,765,,1404,,941,,463,,3135,,2427,,708,,1410,,652,,758,,,-,,-,,-,,-,,-,,-
1870714: Vila Viçosa,47167,,34683,,12484,,47098,,35830,,11268,,44094,,33838,,10256,,30810,,26216,,4594,,19615,,16423,,3192,,41893,,28277,,13616,,37775,,25122,,12653,,40437,,27825,,12612,,36594,,25751,,10843,,34528,,24633,,9895,,29737,,22175,,7562,,,…,,…,,…,,…,,…,,…,21251,,17473,,3778,
15: Algarve,20738937,,4671396,,16067541,,20360712,,4649700,,15711012,,19162790,,5011930,,14150860,,10874036,,5227754,,5646282,,7890711,,3813998,,4076713,,20900495,,4985984,,15914511,,20443247,,4797528,,15645719,,20207151,,4332057,,15875094,,19005838,,4134969,,14870869,,17256396,,4088779,,13167617,,16591548,,4134767,,12456781,,15112725,,3512872,,11599853,,14326774,,3518709,,10808065,,13979866,,3772268,,10207598,
