X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,LOCALIDADE,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
-995795.217099998,4440356.7277,361,522,Casinha Tonel,2010/01/12 00:00:00+00,2014/01/12 00:00:00+00,Moradia,6,heath.francis@hotmail.com,1ª Rua do Tonel   ,8650-376,Sagres,"37,0089668751176 ; -8,94538063373853",NaoFiavel,081504,Sagres,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862234.538600001,4446567.4879,362,523,Estúdios Salinas Piso 1-6,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1 Fração U ,8700-038,Fuseta,"37,0532490006749 ; -7,74402200055135",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-872845.670200001,4443621.1639,363,524,Roaz de bandeira House,2014/06/18 00:00:00+00,2014/05/19 00:00:00+00,EstabelecimentoHospedagem,10,roazhostel@gmail.com,Avenida Avenida Doutor Francisco Sá Carneiro Lote 2  ,8700-313,Olhão,"37,0323804350252 ; -7,84090606183765",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-985441.543299999,4482372.7173,364,525,CASA ANNE MARGARET PARISH,2012/04/05 00:00:00+00,2012/04/05 00:00:00+00,Moradia,8,geral@cm-aljezur.pt,Urbanização Vale da Telha   ,8670-156,Vale da Telha - Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868235.5977,4448818.1557,365,527,Quinta do Camaleão,2013/05/30 00:00:00+00,2013/05/30 00:00:00+00,Moradia,6,loreto_rosas@hotmail.com,Zona Arretorta   ,8700-000,Pechão,"37,0696400007615 ; -7,79949307668966",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,366,528,MONTE DO CASARÃO - CASA BOA ,2008/07/14 00:00:00+00,2009/02/06 00:00:00+00,Moradia,6,w.riemslag@montedocasarao.com,"Quinta Monte do Casarão, Caixa Postal 5578   ",7630-593,SÃO TEOTONIO,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-851355.5469,4457291.7834,367,529,Vivenda Adelaide,2014/06/05 00:00:00+00,2016/06/06 00:00:00+00,Moradia,8,chmlopes@sapo.pt,Rua Rua António dos Santos 6  ,8800-462,Tavira,"37,1303520009591 ; -7,64785700034119",NaoFiavel,081412,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977739.3312,4494734.9406,368,530,Casa Deus Baco ,2008/12/17 00:00:00+00,2008/12/17 00:00:00+00,Moradia,4,claudiamv@sapo.pt,Zona Maria Vinagre 5  ,8670-440,Maria Vinagre,"37,3980423454789 ; -8,78318185133645",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,369,531,Casa Barbara Andrea Jager-1,2011/07/15 00:00:00+00,2011/07/15 00:00:00+00,Moradia,10,b-@aljezur-info.com,"Urbanização Vale da Telha,sectorE,lote 273   ",8670-156,Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-991650.666299999,4450624.8896,370,533,Pure Flor de Esteva,2014/04/14 00:00:00+00,2016/06/27 00:00:00+00,EstabelecimentoHospedagem,10,f.goncalvesvb@gmail.com,Rua Rua São Gonçalo de Lagos 3  ,8650-417,Vila do Bispo,"37,0825890009525 ; -8,90814950041583",NaoFiavel,081506,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-980994.163400002,4492267.3452,371,535,Casa da Praia,2010/06/07 00:00:00+00,2010/06/07 00:00:00+00,Moradia,4,geral@cm-aljezur.pt,Zona Vagem    ,8670-440,Rogil,"37,3804301972953 ; -8,81242050616455",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-852698.701900002,4453380.6763,374,538,O Paraíso em Cabanas,2014/05/28 00:00:00+00,2020/02/05 00:00:00+00,Apartamento,4,m_portugal@hotmail.com,Rua Pescadores 15 1 Esq,8800-591,Cabanas,"37,102335676244 ; -7,659922766231",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976912.077,4449504.7312,375,539,Quinta da Fortaleza 129,2012/05/17 00:00:00+00,2012/04/24 00:00:00+00,Moradia,6,info@juanitarodrigues.com,Urbanização Quinta da Fortaleza 129  ,8650-116,Burgau,"37,0745610007269 ; -8,77575049982999",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-922664.5306,4450307.1644,376,540,Sesmarias - Lote nº2,2002/07/03 00:00:00+00,2023/04/01 00:00:00+00,Moradia,10,calculocongruente@gmail.com,Loteamento Sem Nome Lote 2  ,8200-613,Sesmarias,"37,0803120009145 ; -8,28843649982231",NaoFiavel,080106,Albufeira e Olhos de Água,Albufeira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-819666.5614,4778879.5047,377,541,Quinta da Nave do Lobo,2012/10/10 00:00:00+00,2012/10/10 00:00:00+00,EstabelecimentoHospedagem,19,joaquim.mourato@gmail.com,Estrada Nave do Lobo   ,7330-000,Marvão,"39,3982529447032 ; -7,36319000012948",NaoFiavel,121003,Santo António das Areias,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
-871301.884599999,4448274.2007,378,543,Élia Maria Romão Coelho Santos Leitão,2010/02/22 00:00:00+00,2010/02/22 00:00:00+00,Moradia,8,obrasparticulares@cm-olhao.pt,Urbanização Cerro Azul Lt.119  ,8700-206,Boavista,"37,0657410006129 ; -7,82703800016578",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-911744.0887,4462564.7105,379,544,Zarat Holdings - Fração M,2007/12/07 00:00:00+00,2014/09/24 00:00:00+00,Moradia,6,sem.mail@mail.pt,Caminho Monte Novo fração M  ,8200-493,Monte Novo,"37,1681070006955 ; -8,19033650048641",NaoFiavel,080103,Paderne,Albufeira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-845469.123199999,4458611.2362,380,545,"Banif Imobiliária, S.A.",2012/11/22 00:00:00+00,2012/11/22 00:00:00+00,Apartamento,2,truivo@banifib.pt,Largo Miguel Ferreira Batista 1 Lote H 1 M,8800-595,Cabanas,"37,1398012614693 ; -7,59497835666371",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-992066.173700001,4450525.7562,381,547,Casa do Forno,2014/06/04 00:00:00+00,2014/06/04 00:00:00+00,Moradia,4,luisf.lanca@gmail.com,Zona das Estercadas   ,8650-000,Figueira,"37,0818785615235 ; -8,91188206656573",NaoFiavel,081506,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,382,548,Monte do Casarão - Casa Marcanta,2009/02/06 00:00:00+00,2009/02/06 00:00:00+00,Moradia,6,w.riemslag@montedocasarao.com,"Zona Monte do Casarão, Caixa Postal 5578   ",7630-593,São Teotónio,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-982068.002,4448397.5979,383,549,Rua Alegria 8,2010/01/12 00:00:00+00,2010/01/12 00:00:00+00,Moradia,3,montepalmeiras@gmail.com,1ª Rua Alegria 8  ,8650-000,Salema,"37,066625513289 ; -8,82206696262625",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,385,552,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração G,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-888561.693399999,4453780.0538,386,553,Casa Cerca Eira ,2010/01/27 00:00:00+00,2010/03/09 00:00:00+00,Moradia,0,sop.dgu.diu@cm-faro.pt,1ª Rua Pé do Cerro   ,8005-512,Pé do Cerro,"37,1051970011096 ; -7,98208550040871",NaoFiavel,080503,Santa Bárbara de Nexe,Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,387,554,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração H,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,388,555,Estúdios Salinas Piso 1-1,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-851923.0526,4456240.9458,390,557,Casa Bombarda,2014/05/19 00:00:00+00,2014/08/01 00:00:00+00,Moradia,4,alexandra.r.whitaker@gmail.com,Rua Doutor Miguel Bombarda 65 a 69  ,8800-419,Tavira,"37,122825584168 ; -7,65295499033468",NaoFiavel,081412,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-979181.269099999,4482820.2996,391,558,Casa Retiro Rosa,2009/06/23 00:00:00+00,2009/06/23 00:00:00+00,Moradia,2,geral@cm-aljezur.pt,Zona Monte Reguengo - Alfambras   ,8670-211,Bordeira,"37,3129648786961 ; -8,79613499998702",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,392,559,Dream View House,2012/06/05 00:00:00+00,2016/04/01 00:00:00+00,Moradia,4,info@arrifana.eu,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,393,560,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,6,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração I,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,395,562,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração J,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,396,563,Estúdios Salinas r/c-1,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,398,565,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração L,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-979181.269099999,4482820.2996,399,566,Casa Retiro Rosa Branca,2009/06/23 00:00:00+00,2009/06/23 00:00:00+00,Moradia,2,geral@cm-aljezur.pt,Zona Monte Reguengo - Alfambras   ,8670-211,b,"37,3129648786961 ; -8,79613499998702",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,400,567,Estúdios Salinas r/c-3,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepa.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,401,568,Glenys Ann Bows,2010/10/15 00:00:00+00,2010/10/15 00:00:00+00,Apartamento,6,d_gbows.algarvebode@hotmail.co.uk,Urbanização Village Marina Lt. 10 Fracção I ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-881388.209600002,4450239.176,402,569,Susan Elizabeth Carter  ,2010/04/06 00:00:00+00,2010/04/23 00:00:00+00,Moradia,0,sop.dgu.diu@cm-faro.pt,1ª Rua Cume da Montanha Cx Postal 612   ,8005-404,Vale Grande,"37,0798247482537 ; -7,91764499949371",NaoFiavel,080509,Conceição,Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,403,570,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração M,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,404,571,Village Marina,2011/02/17 00:00:00+00,2011/02/17 00:00:00+00,Apartamento,6,jamsnr2005@yahoo.iedr.ie,Urbanização Village Marina Lt. 10 Fracção T ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-979181.269099999,4482820.2996,405,572,Casa Retiro Rosa Azul,2009/06/23 00:00:00+00,2009/06/23 00:00:00+00,Moradia,2,geral@cm-aljezur.pt,Zona Monte Reguengo - Alfambras   ,8670-211,Bordeira,"37,3129648786961 ; -8,79613499998702",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,406,573,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,6,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração N,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,407,575,Casa da Praia,2013/04/17 00:00:00+00,2013/04/17 00:00:00+00,Moradia,6,maravista1952@gmail.com,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1016389.4214,4680722.7297,408,576,Lisbon Inn/Alfama 2,2014/12/09 13:05:49+00,2014/11/28 00:00:00+00,Apartamento,5,jduran@lisboninn.pt,Rua Salvador 59 2º ,1100-464,Lisboa,"38,7135499795513 ; -9,13038151828425",Fiavel,110667,São Vicente,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-906246.798099998,4453660.7131,409,577,the residence at victoria club the golfe,2011/06/09 00:00:00+00,2016/07/01 00:00:00+00,Apartamento,6,p.madeira@proprietegenerale.com,"Avenida Avenida Descobrimentos nº7, apartamento 101 A   ",8125-309,Vilamoura,"37,1043420010528 ; -8,14095349949935",NaoFiavel,080805,Quarteira,Loulé,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,410,578,Monte do Casarão - Casarão Novo,2009/02/06 00:00:00+00,2009/02/06 00:00:00+00,Moradia,4,w.riemslag@montedocasarao.com,"Zona Monte do Casarão Pomba, Caixa Postal 5578   ",7630-593,S.Teotonio,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-1015878.5158,4680581.2873,411,579,Estúdio do Beco do Belo,2014/12/09 13:54:44+00,2015/01/01 00:00:00+00,Apartamento,2,lfgalvao@gmail.com,Beco Belo 26 2 ,1100-081,Lisboa,"38,7125585466745 ; -9,12579197516644",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-873809.077799998,4442541.5634,412,580,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração O,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,413,581,Estúdios Salinas r/c-2,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepa.pt,Largo  da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,414,582,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração P,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-990166.888799999,4464923.6109,415,583,Seascape,2013/01/28 00:00:00+00,2022/03/19 00:00:00+00,Moradia,10,pedro.bastos.cruz@gmail.com,Urbanização Cerca do Moinho 25  ,8670-230,Carrapateira,"37,1849910009461 ; -8,89482050022339",NaoFiavel,080302,Bordeira,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,416,584,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração Q,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-845425.8915,4458593.8016,417,585,Cabanas Gardens - Lote H Fraçao A,2014/05/15 00:00:00+00,2014/05/15 00:00:00+00,Apartamento,4,amousinho@mychoice.pt,Rua Fortaleza lote H 0 Apart. 1,8800-595,Cabanas,"37,1396764115613 ; -7,59458999924855",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-986802.090100002,4480266.8196,418,586,Casa da Praia,2013/04/17 00:00:00+00,2013/04/17 00:00:00+00,Moradia,6,maravista1952@gmail.com,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1017625.3612,4680219.5168,419,587,Chiado Opera,2014/12/09 14:12:32+00,2014/12/05 00:00:00+00,Apartamento,5,ana.dyson@sapo.pt,Largo São Carlos 8/10 4 Dto.,1200-410,Lisboa,"38,7100226731227 ; -9,14148415451271",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-976137.5198,4492005.2118,420,588,CASA MEDRONHEIRO,2013/02/06 00:00:00+00,2013/02/06 00:00:00+00,Moradia,2,montedaterradoce@yahoo.com,Zona Azia   ,8670-411,Rogil,"37,3785590104378 ; -8,76879253420308",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-968377.100299999,4533338.8966,421,589,SAMONATURA,2010/04/14 00:00:00+00,2010/07/14 00:00:00+00,Apartamento,2,samonatura@gmail.com,Estrada ESTRADA   ,7630-435,SÃO LUIS,"37,6730340008653 ; -8,69907950024766",NaoFiavel,021106,São Luís,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-873809.077799998,4442541.5634,422,590,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,6,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração R,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,423,591,CASA 18,2010/12/22 00:00:00+00,2010/12/22 00:00:00+00,Moradia,3,casasdomar@hotmail.com,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1017159.825,4795628.4241,424,592,Casa Azul,2014/12/09 14:23:20+00,2014/12/09 00:00:00+00,Apartamento,6,casazul.smpt@clix.pt,Rua Comodoro Trindade de Sousa 17 r/c ,2460-091,São Martinho do Porto,"39,5144229652756 ; -9,13730217149256",Fiavel,100112,São Martinho do Porto,Alcobaça,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-873809.077799998,4442541.5634,425,593,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,2,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração S,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,426,595,Estúdios Salinas r/c-4,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,427,596,Casa da Praia,2013/04/17 00:00:00+00,2013/04/17 00:00:00+00,Moradia,6,geral@cm-aljezur.pt,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,428,597,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração T,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977170.473299999,4520945.8203,429,598,Monte do Zeca,2010/07/14 00:00:00+00,2010/07/14 00:00:00+00,EstabelecimentoHospedagem,14,geral@rosadosventoszambujeira.com,Zona Monte da Figueira   ,7630-000,São Teotónio,"37,5848636176383 ; -8,77807171344145",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-959226.573800001,5033518.7535,430,600,Apartamentos S. Miguel,2014/12/09 14:41:26+00,2014/12/09 00:00:00+00,Apartamento,6,apartmentssmiguel@gmail.com,Rua São Miguel 56 4 ,4050-559,Porto,"41,1434173027852 ; -8,61687892201284",NaoFiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
-976909.357999999,4541372.5088,431,601,SOLDAVILA,2009/05/13 00:00:00+00,2009/07/09 00:00:00+00,EstabelecimentoHospedagem,12,soldavila@gmail.com,Rua Custódio Brás Pacheco 4  ,7645-253,Vila Nova de Milfontes,"37,7301331364686 ; -8,77572607501696",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
-986802.090100002,4480266.8196,432,602,Casa Ange ,2010/12/22 00:00:00+00,2010/12/22 00:00:00+00,Moradia,4,arrifamar@hotmail.com,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976134.529599998,4492020.4595,433,603,CASA SOBREIRO,2013/02/06 00:00:00+00,2013/02/06 00:00:00+00,Moradia,3,montedaterradoce@yahoo.com,Zona Azia   ,8670-411,Rogil,"37,3786678544649 ; -8,76876567254",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976909.357999999,4541372.5088,434,605,SOLDAVILA,2009/05/13 00:00:00+00,2009/07/09 00:00:00+00,EstabelecimentoHospedagem,12,soldavila@gmail.com,Rua Custódio Brás Pacheco 4  ,7645-253,Vila Nova de Milfontes,"37,7301331364686 ; -8,77572607501696",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
-947163.700300001,4459637.8895,435,606,Casa do Faroleiro,2014/12/09 14:57:45+00,2023/01/20 00:00:00+00,Moradia,8,cocleagest@gmail.com,Rua dos Pescadores 3  ,8400-512,Carvoeiro,"37,1471528225842 ; -8,50851628548943",NaoFiavel,080607,União das freguesias de Estômbar e Parchal,Lagoa,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,436,607,Casa do Vale ,2010/12/22 00:00:00+00,2014/12/20 00:00:00+00,Moradia,4,arrifamar@hotmail.com,Zona Praia da Arrifana   ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,437,608,Real Marina Residence,2010/10/18 00:00:00+00,2010/10/18 00:00:00+00,Apartamento,4,fernando.nogueira@realhotelsgroup.com,Urbanização Village Marina Lt. 23  Fração U,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976146.121599998,4491949.0487,438,609,CASA NESPREIRA,2013/02/06 00:00:00+00,2013/02/06 00:00:00+00,Moradia,2,montedaterradoce@yahoo.com,Zona Azia   ,8670-411,Rogil,"37,37815809522 ; -8,76886980597071",PoucoFiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
